timestamp,open,high,low,close,volume,price,SMA_20,SMA_50,RSI,EMA_12,EMA_26,MACD,Signal_Line,Volatility
2023-05-14 00:00:00,26785.0,27102.0,26748.0,-1.0962501505472195,52.5413,26909.0,-0.9878798590480116,-0.9211106466622112,-0.739991407785079,-1.0563344146715925,-0.9996919989409782,-0.8166047334191838,-0.6838001238383713,-0.3440414132180435
2023-05-15 00:00:00,26909.0,27899.0,26789.0,-1.0811984767730003,332.3944999999999,27153.0,-0.9914482423147796,-0.922283110052353,-0.4835180973817623,-1.057769323838143,-1.0032068458921026,-0.7933793642193646,-0.7141017951338837,-0.3335266622653237
2023-05-16 00:00:00,27153.0,27250.0,26785.0,-1.0890327495981065,836.4656000000006,27026.0,-0.995658308537414,-0.9224219544011856,-0.6445315031012815,-1.0602040565993374,-1.0070577749355671,-0.7778105940713056,-0.7350499069397649,-0.3225036778143975
2023-05-17 00:00:00,27026.0,27448.0,26597.0,-1.0647896848715974,912.0304999999998,27419.0,-1.0019749729517458,-0.922241970986032,-0.6279323172164974,-1.0584871482513318,-1.0087777699567382,-0.7387457403957237,-0.7435451000207953,-0.3469317976651985
2023-05-18 00:00:00,27419.0,27456.0,26447.0,-1.1013084999303588,693.1821000000001,26827.0,-1.0098848891930818,-0.9242436436817016,-0.7083677985882063,-1.062724007049281,-1.0131506189349573,-0.7379235758069642,-0.7501673439492316,-0.3636930663744152
2023-05-19 00:00:00,26827.0,27131.0,26720.0,-1.0985942636759916,302.96,26871.0,-1.0172939797127665,-0.9257477907940544,-0.8691369758553502,-1.0658861637046064,-1.016992912154102,-0.730781538404269,-0.7539544007646588,-0.3849946154634203
2023-05-20 00:00:00,26871.0,27150.0,26863.0,-1.0866269492817349,375.9102,27065.0,-1.0240707777588656,-0.9275720512662158,-0.6902473984149188,-1.066697328444264,-1.0196394920182228,-0.710210117124225,-0.7526326219912582,-0.4169101945554289
2023-05-21 00:00:00,27065.0,27253.0,26688.0,-1.1067986596266928,372.6418000000001,26738.0,-1.028312145589103,-0.929833414318035,-0.6857903705651224,-1.0705264488785815,-1.0236257474185988,-0.7090808583397613,-0.7513363295252131,-0.4135616656120278
2023-05-22 00:00:00,26738.0,27012.0,26564.0,-1.1000130689907743,341.1014,26848.0,-1.034059120745056,-0.931590823807425,-0.4767432273164708,-1.072709279581041,-1.0268001220913012,-0.6982608167908835,-0.7480105576825732,-0.4305184154658433
2023-05-23 00:00:00,26848.0,27352.0,26848.0,-1.076818686453453,285.2558,27224.0,-1.0396433275414725,-0.932447030625226,-0.3865376315139849,-1.0709426079077928,-1.027973516456174,-0.6647930819722594,-0.7382705891958136,-0.469523052725824
2023-05-24 00:00:00,27224.0,27224.0,25852.0,-1.1319670321671902,566.1717999999989,26330.0,-1.0475595041043289,-0.934811241342847,-0.7025394547305,-1.0780398381193137,-1.033258562534327,-0.6864316285260479,-0.7350557651244921,-0.4964020365370583
2023-05-25 00:00:00,26330.0,26526.0,25920.0,-1.1227756412149008,530.1976999999998,26479.0,-1.05716596747776,-0.9370057534118952,1.033032727963117,-1.0826131690527097,-1.0374523620820717,-0.6914823020823716,-0.7335522629328083,-0.5843697709856236
2023-05-26 00:00:00,26479.0,26885.0,26384.0,-1.1084025265042734,156.6325,26712.0,-1.0638394702187688,-0.9387078822809166,-0.3525845547952324,-1.0842435809086537,-1.0402412516831077,-0.6786860092173372,-0.7296426915297324,-0.6435741349257873
